ID-EVENTO,TITULO,PRECIO,GRATUITO,LARGA-DURACION,DIAS-SEMANA,DIAS-EXCLUIDOS,FECHA,FECHA-FIN,HORA,DESCRIPCION,CONTENT-URL,TITULO-ACTIVIDAD,URL-INSTALACION,NOMBRE-INSTALACION,NOMBRE-INSTALACION URI,ACCESIBILIDAD-INSTALACION,Dirección,DISTRITO-INSTALACION,DISTRITO-INSTALACION URI,BARRIO-INSTALACION,BARRIO-INSTALACION URI,CODIGO-POSTAL-INSTALACION,TIPO,AUDIENCIA
50033184,Club de lectura Naomi Klein,Ver en página web,1,1,"L,M,X,J,V,S,D",1/10/2025;8/10/2025;15/10/2025;22/10/2025;5/11/2025;12/11/2025;19/11/2025;3/12/2025;10/12/2025;24/12/2025;31/12/2025;7/1/2026;14/1/2026;21/1/2026;4/2/2026;11/2/2026;18/2/2026;4/3/2026;11/3/2026;18/3/2026;1/4/2026;8/4/2026;15/4/2026;22/4/2026;6/5/2026;13/5/2026;20/5/2026;3/6/2026;10/6/2026;17/6/2026;,2025-09-24T00:00:00Z,2026-06-24T23:59:00Z,19:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b6404b3d57a09910VgnVCM100000891ecb1aRCRD,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0b60e92be3c5e210VgnVCM1000000b205a0aRCRD,Biblioteca Pública Municipal Iván de Vargas,https://wikidata.org/entity/Q2886368,"1,6",CALLE SAN JUSTO 5,Centro,https://wikidata.org/entity/Q1763376,Palacio,https://wikidata.org/entity/Q2136510,28005,ClubesLectura,Todos los públicos
50061352,Club de lectura: Literatura y música,Ver en página web,1,1,J,,2025-10-09T00:00:00Z,2025-12-18T23:59:00Z,19:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fb8b3f5879069910VgnVCM200000f921e388RCRD,Club de lectura: Literatura y música,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d482270f58c6c310VgnVCM2000000c205a0aRCRD,Biblioteca Musical Víctor Espinós,https://wikidata.org/entity/Q19517348,"1,6",CALLE CONDE DUQUE 9,Centro,https://wikidata.org/entity/Q1763376,Universidad,https://wikidata.org/entity/Q10387767,28015,ClubesLectura,Todos los públicos
50066798,Código 1045,Ver en página web,1,0,,,2025-10-03T00:00:00Z,2025-10-03T23:59:00Z,19:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7f3c95c15eb79910VgnVCM200000f921e388RCRD,Otras vidas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=35e53d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Casa de Vacas,https://wikidata.org/entity/Q108328073,1,PASEO COLOMBIA 1,Retiro,https://wikidata.org/entity/Q2002296,Jerónimos,https://wikidata.org/entity/Q10306766,28009,TeatroPerformance,Todos los públicos
50069020,Coherence de James Ward Byrkit,Entrada libre hasta completar el aforo,1,0,,,2025-11-20T00:00:00Z,2025-11-20T23:59:00Z,19:00,"Sesión de cine con  Coherence  (James Ward Byrkit   , 2013). Tras el visionado asistiremos a un debate en el que participarán científicos y cineastas para comentar cómo la película no solo utiliza la física cuántica como inspiración temática, sino que logra representar cinematográficamente sus paradojas fundamentales.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=725a31851d589910VgnVCM200000f921e388RCRD,Bienal Ciudad y Ciencia,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro de Cultura Contemporánea Conde Duque,https://wikidata.org/entity/Q56426480,1,CALLE CONDE DUQUE 9,Centro,https://wikidata.org/entity/Q1763376,Universidad,https://wikidata.org/entity/Q10387767,28015,CineActividadesAudiovisuales,Todos los públicos
50073256,Coma'25. Adriana Viñuela y Elisa Rapado,Ver en página web,1,0,,,2025-10-25T00:00:00Z,2025-10-25T23:59:00Z,12:00,"La soprano Adriana Viñuela y la pianista Elisa Rapado actúan juntas desde el año 2013. Han llevado música de María Teresa Prieto, María Rodrigo y Antonio José desde el Festival de Música de León hasta la Fundación Juan March de Madrid; también han viajado con Lieder de Strauss y Schumann al Teatro del Títere de Cádiz y al Festival KonzertGut en Alemania. Recientemente participan en el ciclo Lied Arriagan del Teatro Arriaga de Bilbao. El dúo viaja con canciones del compositor burgalés por gran parte de la geografía española. Fruto de este trabajo es la grabación -junto a la violinista Lina Tur Bonet- del disco Antonio José incompleto (2021), del que la crítica especializada destacó su trabajo: 'interpretaciones de primera clase, cercanas, auténticas, directas y bien grabadas' (Arturo Reverter; Scherzo, 2022).",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a20054e0f8a99910VgnVCM200000f921e388RCRD,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=35e53d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Casa de Vacas,https://wikidata.org/entity/Q108328073,1,PASEO COLOMBIA 1,Retiro,https://wikidata.org/entity/Q2002296,Jerónimos,https://wikidata.org/entity/Q10306766,28009,Musica,Todos los públicos
50073254,Coma'25. Enrique Villamiel,Ver en página web,1,0,,,2025-10-04T00:00:00Z,2025-10-04T23:59:00Z,12:00,"Enrique Villamiel Comienza sus estudios musicales en la escuela de música 'Diego Ortiz' de Toledo con Fernando Molina, y continúa formándose en el Conservatorio profesional de música de Getafe con Luis Calderón. Finaliza el grado superior de interpretación en el Real Conservatorio Superior de Música de Madrid bajo las cátedras de piano de Pilar Bilbao y Patrín García-Barredo, y la cátedra de música de cámara con Graham Jackson. Ha complementado su formación recibiendo clases magistrales impartidas por Albert Attenelle, Tilman Kramer, Ángel Sanzo, Antonio Sánchez Lucena, Gustavo Díaz-Jerez, Andrzej Pikul, Mariana Gurkova, Graham Jackson y Ana Guijarro, entre otros. En su actividad como concertista destacan sus actuaciones en El Teatro-auditorio 'El Greco' de Toledo, el Teatro de Rojas, el palacio ducal de Medinaceli, la sala de conciertos del Palacio de Cibeles, la sala 400 del Museo Reina Sofía, la Real Academia de Bellas Artes de San Fernando y el Auditorio Nacional de Música, donde participó en el estreno absoluto de Dos Fantasías Coreográficas de Enrique Igoa, bajo la dirección de Sebastián Mariné; entre otros eventos. Actualmente compagina su carrera artística con la docencia, siendo profesor de piano en el Conservatorio Profesional de Música de Getafe.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cccf54e0f8a99910VgnVCM200000f921e388RCRD,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=35e53d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Casa de Vacas,https://wikidata.org/entity/Q108328073,1,PASEO COLOMBIA 1,Retiro,https://wikidata.org/entity/Q2002296,Jerónimos,https://wikidata.org/entity/Q10306766,28009,Musica,Todos los públicos
50047848,"Cómics, álbumes ilustrados y juegos de mesa de no ficción",Entrada libre hasta completar el aforo,0,1,V,,2025-09-26T00:00:00Z,2026-06-26T23:59:00Z,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=23ae365445339910VgnVCM200000f921e388RCRD,"Cómics, álbumes ilustrados y juegos de mesa de no ficción",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro de Cultura Contemporánea Conde Duque,https://wikidata.org/entity/Q56426480,1,CALLE CONDE DUQUE 9,Centro,https://wikidata.org/entity/Q1763376,Universidad,https://wikidata.org/entity/Q10387767,28015,ProgramacionDestacadaAgendaCultura,Todos los públicos
50072123,Compañía Sesión flamenca,Ver en página web,1,0,,,2025-10-12T00:00:00Z,2025-10-12T23:59:00Z,21:00,Flamenco con clásico español y temas muy conocidos. Música en directo pasando por los palos del flamenco y también con temas populares andaluces.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9567540e43a99910VgnVCM100000891ecb1aRCRD,Calle abierta infantil,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c723cd641b99e210VgnVCM2000000c205a0aRCRD,Amós Acero park,https://wikidata.org/entity/Q117837260,2,CALLE SIERRA MOLINA 1,Puente de Vallecas,https://wikidata.org/entity/Q2003054,San Diego,https://wikidata.org/entity/Q11946851,28053,ActividadesCalleArteUrbano,Todos los públicos
50068921,Computación cuántica: ¿realidad o hype? Situación actual y realista de la tecnología cuántica,Entrada libre hasta completar el aforo,1,0,,,2025-11-19T00:00:00Z,2025-11-19T23:59:00Z,19:00,"Diálogo sobre los avances y retos en la corrección de errores en computación cuántica, con visión poliédrica sobre sus aplicaciones reales. Modera Verónica Fuentes, coordinadora de la agencia SINC.   Organiza: FECYT, Conde Duque y Círculo de Bellas Artes.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2e6236485a589910VgnVCM200000f921e388RCRD,Bienal Ciudad y Ciencia,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro de Cultura Contemporánea Conde Duque,https://wikidata.org/entity/Q56426480,1,CALLE CONDE DUQUE 9,Centro,https://wikidata.org/entity/Q1763376,Universidad,https://wikidata.org/entity/Q10387767,28015,CineActividadesAudiovisuales,Todos los públicos
50067204,Conchita y el Mar,Ver en página web,1,0,,,2025-10-26T00:00:00Z,2025-10-26T23:59:00Z,12:00,"Clown y Cuenta Cuentos. Cía. Por Humor al arte.    Recomendada a partir de 3 años.   A Concha le gusta mucho el mar; sentir la arena caliente y mojarse los pies en la orilla. Hacer castillos para que se los lleven las olas, bucear, aunque a veces trague agua salada; pero el mar está muy lejos de su hogar. Una tarde, Concha, se inventa uno. Entonces, descubre que puede pescar, pero no pescará ni peces, ni botassino un montón de mágicas y divertidas historias que compartirá con todos vosotros. Concha Quintana crea un universo escénico donde las pequeñas cosas cobran gran significado.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d9e762148df79910VgnVCM100000891ecb1aRCRD,Actividades en el Centro Cultural Miguel de Cervantes,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=24be1e79ee71c010VgnVCM1000000b205a0aRCRD,Centro Juvenil Miguel de Cervantes,https://wikidata.org/entity/Q110749190,1,CALLE ALIAGA 5,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,Canillejas,https://wikidata.org/entity/Q663013,28022,CuentacuentosTiteresMarionetas,Niños
50071427,Concierto de boleros y tango: Aires de tango,Ver en página web,1,0,,,2025-10-26T00:00:00Z,2025-10-26T23:59:00Z,12:00,"VICKY STECCA.  Un espectáculo exclusivo que trae la magia de Argentina a través de la voz de Vicky Stecca y el sonido clásico del jazz en las manos de Pablo Gómez Benito. El repertorio se centra en las composiciones inmortales de Astor Piazzolla, entre otros grandes compositores, fusionando el tango con el jazz y la música clásica contemporánea. Desde las melancólicas baladas hasta las enérgicas milongas, 'Aires de Tango' revive el espíritu de Buenos Aires y la magia de su icónico bandoneón",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=15ba07b127999910VgnVCM200000f921e388RCRD,Actividades en el Centro Cultural Casa del Reloj,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8b063d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Casa del Reloj,https://wikidata.org/entity/Q56426877,1,PASEO CHOPERA 6,Arganzuela,https://wikidata.org/entity/Q2000929,La Chopera,https://wikidata.org/entity/Q3773750,28045,Musica,Todos los públicos
50069927,Concierto de guitarra Festival Internacional Andrés Segovia,Ver en página web,1,0,,,2025-10-14T00:00:00Z,2025-10-14T23:59:00Z,17:30,"Un año más, nuestro museo forma parte del Festival Internacional Andrés Segovia, que este año celebra su 39ª edición. El encuentro de este año en el museo es especial, el martes 14 de octubre a las 17:30 celebraremos por un lado la presentación del festival  que estará presentado por el director del FIAS, Simone Onnis y Chiara Ciurli coordinadora del festival. Y tras la breve presentación, comenzará el concierto de guitarra de Edith Pageaud.    Edith Pageaud comenzó a tocar la guitarra a los 7 años, ingresó en el CRR de París con Gérard Abiton, con quien obtuvo su Diplôme d'Études Musicales en guitarra clásica a los 14 años. También tomó clases con Gérard Verba, y luego decidió estudiar humanidades y filosofía, antes de regresar a la música algunos años más tarde y dedicarse plenamente a ella. Primer premio en el concurso Drôme de Guitares en 2022, obtuvo el primer premio en el Concurso Internacional Roland Dyens en 2023, siendo nombrada Révélation de la revista Guitare Classique, así como primer premio en el Concurso Internacional de Guitarra de Florencia (Italia) y primer premio en el Concurso Internacional de Rust (Austria). Es profesora de guitarra clásica en el Conservatorio. Además de su labor docente y de sus actuaciones internacionales, es actualmente reconocida por su audaz elección de repertorio y sus arreglos personales de repertorio pianístico de compositores como Rachmaninov, Scriabin, Brahms y muchos otros. ¡Os esperamos!  Duración del concierto: 60 minutos    Acceso libre hasta completar aforo.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0221766386499910VgnVCM100000891ecb1aRCRD,Concierto de guitarra Festival Internacional Andrés Segovia,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8f3079262ef5d010VgnVCM1000000b205a0aRCRD,Museo de Historia de Madrid,https://wikidata.org/entity/Q876383,"1,6",CALLE FUENCARRAL 78,Centro,https://wikidata.org/entity/Q1763376,Justicia,https://wikidata.org/entity/Q1992319,28004,Musica,Todos los públicos
50070155,Concierto de Guitarra: Kiokio Solo,Ver en página web,1,0,,,2025-10-24T00:00:00Z,2025-10-24T23:59:00Z,19:00,"Programación 21 Distritos.  Tango, folklore argentino y músicas del mundo de la mano de uno de los artistas más singulares del panorama actual del tango.  Entrada libre hasta completar aforo.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a150690c5b499910VgnVCM200000f921e388RCRD,Actividades en el Centro Cultural La Vaguada,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=09691e79ee71c010VgnVCM1000000b205a0aRCRD,Centro Cultural La Vaguada,https://wikidata.org/entity/Q24707669,1,AVENIDA MONFORTE DE LEMOS 38,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,El Pilar,https://wikidata.org/entity/Q3773964,28029,ActividadesCalleArteUrbano,Todos los públicos
50071412,Concierto de jazz y música americana: Música in time!,Ver en página web,1,0,,,2025-10-24T00:00:00Z,2025-10-24T23:59:00Z,19:00,"CUARTETO CON EVA DEL MORAL (voz), Jesús Serrano (saxofón), Javier Blanco (piano), David Ruiz (contrabajo).  El cuarteto Música In Time, liderado por la cálida y expresiva voz de Eva del Moral propone una experiencia musical envolvente que va más allá del simple concierto. A través de un repertorio cuidadosamente seleccionado, el grupo realiza un recorrido cronológico y didáctico por los grandes hitos del jazz y la música americana, desde sus raíces hasta la actualidad. El jazz ha sido espejo de los cambios sociales, culturales y emocionales del siglo XX y XXI.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ef979174f5999910VgnVCM200000f921e388RCRD,Actividades en el Centro Cultural Casa del Reloj,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8b063d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Casa del Reloj,https://wikidata.org/entity/Q56426877,1,PASEO CHOPERA 6,Arganzuela,https://wikidata.org/entity/Q2000929,La Chopera,https://wikidata.org/entity/Q3773750,28045,Musica,Todos los públicos
50071370,Concierto de jazz y soul: Actuación de Mery Sanz,Ver en página web,1,0,,,2025-10-12T00:00:00Z,2025-10-12T23:59:00Z,12:00,"Mery Sanz es una cantante, multiinstrumentista y compositora madrileña con raíces mexicanas de 22 años. Actualmente compaginando gira con Dani Fernández como corista, guitarrista y teclista a parte de su carrera en solitario.  En este concierto presenta su maestría reinterpretando clásicos del jazz R&amp;amp;B y el soul.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c5ac9174f5999910VgnVCM200000f921e388RCRD,Actividades en el Centro Cultural Casa del Reloj,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8b063d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Casa del Reloj,https://wikidata.org/entity/Q56426877,1,PASEO CHOPERA 6,Arganzuela,https://wikidata.org/entity/Q2000929,La Chopera,https://wikidata.org/entity/Q3773750,28045,Musica,Todos los públicos
12716699,Concierto de Marta Mansilla en Arganzuela,Ver en página web,1,0,,,2025-11-29T00:00:00Z,2025-11-29T23:59:00Z,19:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=312fd7d399f65910VgnVCM1000001d4a900aRCRD,Concierto de Marta Mansilla en Arganzuela,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8b063d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Casa del Reloj,https://wikidata.org/entity/Q56426877,1,PASEO CHOPERA 6,Arganzuela,https://wikidata.org/entity/Q2000929,La Chopera,https://wikidata.org/entity/Q3773750,28045,ciudad y distritos,Todos los públicos
50066115,Concierto de Otoño,Ver en página web,1,0,,,2025-10-25T00:00:00Z,2025-10-25T23:59:00Z,19:00,"Fundación Orquesta Sinfónica Chamartín.    Recomendada para todos los públicos.   Prepárate para una velada llena de energía, emoción y grandes clásicos de todos los tiempos. Desde la magia del cine con James Bond o You?ve Got a Friend in Me, hasta el swing contagioso de Sweet Georgia Brown y el frescor latino de Caracas, el programa ofrece un viaje musical variado y vibrante. Tampoco faltarán los éxitos que han marcado generaciones, como Take On Me o el inolvidable Let It Go de Frozen. Una cita para disfrutar de la música en todas sus formas, con ritmos qu harán mover los pies, melodías entrañables que despiertan sonrisas y momentos inolvidables para compartir en directo.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fb207615cca79910VgnVCM200000f921e388RCRD,Actividades en el Centro Cultural Antonio Machado,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cce43d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Antonio Machado,https://wikidata.org/entity/Q110749182,1,CALLE SAN ROMAN DEL VALLE 8,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,Arcos,https://wikidata.org/entity/Q9627876,28037,Musica,Todos los públicos
50071403,Concierto de Rosa maría Martinez Soprano,Ver en página web,1,0,,,2025-10-19T00:00:00Z,2025-10-19T23:59:00Z,12:00,"Recorrido por grandes éxitos de la ópera. Ganadora del pase de oro en Got Talent España 2021, interpretará grandes temas de la ópera acompañada por Eduardo Ramírez (piano).",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bc359174f5999910VgnVCM200000f921e388RCRD,Actividades en el Centro Cultural Casa del Reloj,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8b063d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Casa del Reloj,https://wikidata.org/entity/Q56426877,1,PASEO CHOPERA 6,Arganzuela,https://wikidata.org/entity/Q2000929,La Chopera,https://wikidata.org/entity/Q3773750,28045,Musica,Todos los públicos
50071367,Concierto didáctico familiar: Desmontando la zarzuela,Ver en página web,1,0,,,2025-10-11T00:00:00Z,2025-10-11T23:59:00Z,12:00,"COMPAÑÍA DIVERLÍRICA.  Edad recomendada: familiar a partir de 5 años. Con Raquel Cordero (soprano), Ángel Walter (tenor) y Celia Laguna (piano). Acabada una representación, el público aplaude o no; los críticos alaban la labor o no; los amigos y familiares de los artistas se enorgullecen de ellos?, o no. Pero ¿cuántos de ellos conocen la cantidad de oficios, la cantidad de profesionales que hacen posible un evento artístico? 'Desmontando la Zarzuela', nos enseña en clave didáctica y con humor, todos los intríngulis de la producción teatral.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3ecb9174f5999910VgnVCM200000f921e388RCRD,Actividades en el Centro Cultural Casa del Reloj,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8b063d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Casa del Reloj,https://wikidata.org/entity/Q56426877,1,PASEO CHOPERA 6,Arganzuela,https://wikidata.org/entity/Q2000929,La Chopera,https://wikidata.org/entity/Q3773750,28045,Musica,Niños
50055599,Concierto Orquesta de Guitarras de Madrid,Ver en página web,1,0,,,2025-10-19T00:00:00Z,2025-10-19T23:59:00Z,12:00,"Con motivo de la celebración del tradicional Festival Internacional Andrés Segovia, en el Museo de San Isidro tendrá lugar el concierto  interpretado por la Orquesta de Guitarras de Madrid.  Fundada en 2015 por Guitarras de Luthier, está formada por profesores y alumnos de grado medio y superior que tienen en común su pasión por la guitarra, su mundo y sus formas de expresión, y en especial por la belleza y armonía que se disfruta al interpretar la música con una agrupación de estas características.  PRORAMA   CLÁSICOS POPULARES   Hornpipe (Wáter Music) - G.F. Händel Pequeña Serenata Nocturna ? W.A. Mozart Introducción y Fandango ? L. Boccherini   AROUND THE WORLD   Merry Christmas Mr. Lawrence ? R. Sakamato (Japón) Scottish Medley 'Long Mae Yer Lums Reek' (Trad. Escocesa) Scotland the brave Flower of scotland I´m Gonna Be (500 miles)   Fuga (sobre un tema popular argentino) ? C. Guastavino 'Arroz con leche'   Hoe-Down (from Americana op 96ª) ? J.W. Duarte Tarantella nº 1 ? G. Tortora (Italia)   A LA ESPAÑOLA    Tres estampas ? F. Moreno Torroba Bailando un fandango Charro Amanecer Juegos infantiles   Tres de la Suite Andalucía ? E. Lecuona Alhambra Andalucía Malagueña   Danza del Molinero ? M. de Falla   Salón de Actos del Museo.   Entrada libre hasta completar aforo",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1f9b390c45259910VgnVCM100000891ecb1aRCRD,39 Festival Internacional Andrés Segovia,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7b7aef4d7f71c010VgnVCM1000000b205a0aRCRD,Museo de San Isidro,https://wikidata.org/entity/Q5556798,"2,6",PLAZA SAN ANDRES 2,Centro,https://wikidata.org/entity/Q1763376,Palacio,https://wikidata.org/entity/Q2136510,28005,Musica,Todos los públicos
50071363,Concierto: actuación de Teresa Yanet. Jazz Teas Trio,Ver en página web,1,0,,,2025-10-05T00:00:00Z,2025-10-05T23:59:00Z,12:00,"Grandes clásicos del jazz y la música latina tocado por este trío de mujeres con su cantante principal Teresa Yanet, acompañada por Paula Merino (guitarra) y Daniela Jiménez (piano).",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4ca99174f5999910VgnVCM200000f921e388RCRD,Actividades en el Centro Cultural Casa del Reloj,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8b063d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural Casa del Reloj,https://wikidata.org/entity/Q56426877,1,PASEO CHOPERA 6,Arganzuela,https://wikidata.org/entity/Q2000929,La Chopera,https://wikidata.org/entity/Q3773750,28045,Musica,Todos los públicos
50070009,Concierto: Coral en Armonía,Ver en página web,1,0,,,2025-10-04T00:00:00Z,2025-10-04T23:59:00Z,18:00,"Directora: Alicia Rivero. 'Coral En Armonía' representa el norte de Madrid con un repertorio coral variado; habaneras, música andaluza, valses venezolanos y cantos zulúes.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3184188308499910VgnVCM200000f921e388RCRD,Actividades en el Centro Cultural La Vaguada,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=09691e79ee71c010VgnVCM1000000b205a0aRCRD,Centro Cultural La Vaguada,https://wikidata.org/entity/Q24707669,1,AVENIDA MONFORTE DE LEMOS 38,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,El Pilar,https://wikidata.org/entity/Q3773964,28029,DanzaBaile,Todos los públicos
50070013,Concierto: Un viaje en el tiempo a través de la música,Ver en página web,1,0,,,2025-10-18T00:00:00Z,2025-10-18T23:59:00Z,18:00,"A cargo del Trío 37 Elena Alonso (arpa celta), Yan Komar (guitarra), Tatiana Komar (violín). Un viaje musical a través del tiempo, con un sonido brillante y un repertorio sorprendente.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=31f5188308499910VgnVCM200000f921e388RCRD,Actividades en el Centro Cultural La Vaguada,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=09691e79ee71c010VgnVCM1000000b205a0aRCRD,Centro Cultural La Vaguada,https://wikidata.org/entity/Q24707669,1,AVENIDA MONFORTE DE LEMOS 38,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,El Pilar,https://wikidata.org/entity/Q3773964,28029,ActividadesCalleArteUrbano,Todos los públicos
